pqif,seed,nloop,cc,sigma2,tau_rec,tau_div,tau_con,tau_chn
0,0,0,0.0183964597614258,0.23934332703593,0.00199051227835485,0.0005039669446598469,-0.005025125628140704,-2.000514852617917e-05
0,0,1,0.696165588599767,0.07587383861793855,0.05197446833279472,-0.0002324954857919353,-0.003992101088567383,-9.760762987030284e-05
0,0,2,0.7070812285752283,0.07946727786253922,0.04979356055725144,-3.0508624686361135e-05,-0.0041201968081052325,-8.623864624288796e-05
0,0,3,0.7058603275934396,0.08959377955568237,0.037519903975664876,-0.0009559620651450735,-0.003937501218167701,0.0005370598049842213
0,0,4,0.7031714184695574,0.08699153922267047,0.04212966389773977,-0.0007995115087947129,-0.0039174297780384506,0.00041451278710431333
0,0,5,0.7067148996980164,0.07975142729677502,0.04764028849638143,-0.0009182519213497307,-0.003987456639444345,0.00021043992511966884
0,0,6,0.7001880398405593,0.07583243273155585,0.05103919247419584,-0.0009548231547988078,-0.0039448120129541705,7.645089865633405e-05
0,0,7,0.7009250434565069,0.07217224659076277,0.05290759208543039,-0.0010194992586949388,-0.0039897192283199,-0.0002569121483491284
0,0,8,0.7116662206770599,0.069457515826766,0.0570536656855663,-0.0010729539267850217,-0.004048403900889498,-0.00019018231428447342
0,0,9,0.7160214098444071,0.06696026467310211,0.060630254256591624,-0.0011222930769251814,-0.004063499102486364,-8.624929381650271e-05
0,0,10,0.6929455906778125,0.0646121115007253,0.06433156469208733,-0.0010540127839793628,-0.0041213606956836246,-0.00026112554761970345
0,0,11,0.6901673237933575,0.0646121115007253,0.06433156469208733,-0.0010540127839793628,-0.0041213606956836246,-0.00026112554761970345
0,0,12,0.7461654192239936,0.0646121115007253,0.06433156469208733,-0.0010540127839793628,-0.0041213606956836246,-0.00026112554761970345
0,0,13,0.7133613026412904,0.0646121115007253,0.06433156469208733,-0.0010540127839793628,-0.0041213606956836246,-0.00026112554761970345
0,0,14,0.7433674282643503,0.0646121115007253,0.06433156469208733,-0.0010540127839793628,-0.0041213606956836246,-0.00026112554761970345
0,0,15,0.703635889875691,0.0646121115007253,0.06433156469208733,-0.0010540127839793628,-0.0041213606956836246,-0.00026112554761970345
0,1,0,0.0020575866788567067,0.24659394625371966,-0.0017210898938692745,4.3451247745736206e-05,-0.005025125628140704,1.729738586803286e-05
0,1,1,0.7015782979837885,0.07823412904280738,0.04280558937606336,-0.00020920853332077552,-0.004272172928663501,-0.0006306949622381529
0,1,2,0.7191784802085328,0.08464018558382919,0.043874432873085796,0.0012230274104858318,-0.00440593317693402,-0.00032438754220373025
0,1,3,0.7035156170897716,0.10222504352958467,0.024863466630632693,0.00013829476504635443,-0.004313431107587532,-0.0005264580131918501
0,1,4,0.702688802687919,0.10482053090403678,0.018375024593110207,0.0007297941854962572,-0.004451281830317382,-0.00010622646763882107
0,1,5,0.7118383355590489,0.09837748281651855,0.028894433598334213,0.0008251147301286134,-0.00435991094680017,-0.000196634822104741
0,1,6,0.700608090804247,0.09117921633961562,0.031869228910003385,0.0007156875892081646,-0.004297100690563109,-0.00017413855548758527
0,1,7,0.6913102193366396,0.08655186477130815,0.035279778126948436,0.0008392361665113716,-0.004212726712318608,-0.000382012848417369
0,1,8,0.7101439772056088,0.08102242129328652,0.034444117830901864,0.0009713562988209822,-0.004274024397652022,-0.00047223793844346825
0,1,9,0.7031983225663946,0.07682929141433513,0.03492552657435661,0.0009426593271545191,-0.004331182290466258,-0.0003902030771070479
0,1,10,0.715284536614543,0.07354605094463422,0.040204728057759265,0.0012055249517639202,-0.004448272773877002,-0.0005193474116117886
0,1,11,0.6699615863259695,0.07354605094463422,0.040204728057759265,0.0012055249517639202,-0.004448272773877002,-0.0005193474116117886
0,1,12,0.7382527948275976,0.07354605094463422,0.040204728057759265,0.0012055249517639202,-0.004448272773877002,-0.0005193474116117886
0,1,13,0.6146773110411661,0.07354605094463422,0.040204728057759265,0.0012055249517639202,-0.004448272773877002,-0.0005193474116117886
0,1,14,0.6684788049460721,0.07354605094463422,0.040204728057759265,0.0012055249517639202,-0.004448272773877002,-0.0005193474116117886
0,1,15,0.7526004673285261,0.07354605094463422,0.040204728057759265,0.0012055249517639202,-0.004448272773877002,-0.0005193474116117886
0,2,0,-3.36219610446159e-05,0.23759218871512322,0.003031359363325183,-0.00023378526422619656,-0.0050251256281407045,-3.046592324949926e-05
0,2,1,0.6909226478852386,0.0710562813195443,0.042969450782068146,-9.729087145120518e-05,-0.004028782687250809,-0.0006174120799533858
0,2,2,0.6921967647745936,0.0763743091030991,0.040440339106521,5.93842687424546e-05,-0.0041525271127732955,-0.0002957175642260134
0,2,3,0.6980070496493842,0.09112457924234989,0.03847022021850946,0.00011113667988407481,-0.004225831921604129,5.855470403622607e-05
0,2,4,0.69221998585586,0.08476680082548355,0.03978796608066007,0.0003268252528398639,-0.004338505590414646,0.0003572793005665567
0,2,5,0.700168756551056,0.07808592933589757,0.04414761966634162,0.0005398763245289615,-0.004361134195550906,0.00011057671172556417
0,2,6,0.6968772446770367,0.07359501210024028,0.044175507689863364,0.0006065309663079455,-0.004359118960745819,3.5413991482524304e-05
0,2,7,0.687909060148591,0.0701641815398533,0.04464630614000165,0.0005137721005237273,-0.004417571005356006,4.7142411508950644e-05
0,2,8,0.6806985205362304,0.06839708452901182,0.04954054918374435,0.0004718588194715329,-0.004360117622065701,-9.01179396963865e-05
0,2,9,0.6982780495751923,0.06735426459132235,0.05332130091182523,0.0005137849807323153,-0.004313898793213025,-0.00011260077480689896
