pqif,seed,nloop,cc,sigma2,tau_rec,tau_div,tau_con,tau_chn
0,0,0,-0.029299833187704235,0.24083494916584336,0.010764006025051185,0.0005338932899752459,-0.005025125628140703,-0.00010818096507589155
0,0,1,0.606418720964059,0.42404104194309683,0.06865556066461362,-0.0005427742000847108,0.0023307274225645176,0.0013509245937860877
0,0,2,0.5827730086491478,2.3456452593227293,0.006854575965708816,-0.0015254261693081889,-0.001376306325818368,-4.392293240881272e-05
0,0,3,0.6014595446252151,4.124175811267229,0.006350612241853498,-0.0013596502052808386,-0.002877883559672791,0.0002348316641528399
0,0,4,0.6166269297730618,5.811123724457505,0.003353344933811577,-0.0022233727221685753,-0.0029539245439030855,0.00029989981720753906
0,0,5,0.5996449432063241,7.179580945501593,0.0031522494834230474,-0.001432241855922559,-0.002551305535607623,-8.859916431142967e-05
0,0,6,0.606065147201053,10.263628734192364,0.0026567929358898555,-0.0003238405289766444,-0.002708094625920246,-0.00013903103096377277
0,0,7,0.5790247051097052,11.160606628457295,0.0018882768363273053,-0.0010038739394691012,-0.0016515452302278623,-0.0001521922581898098
0,0,8,0.6089791125405343,11.633582015411152,0.0027370572303046124,-0.002041538561489999,-0.0011146596136799916,-0.0004908815969948701
0,0,9,0.6089041950708265,12.031614209383608,0.004560583094753965,-0.00048306943258105315,-0.0010147301203896905,-0.00018297780616320652
0,0,10,0.5988685532408373,11.048851106078262,0.005330877491305954,0.0003450770017812544,-0.0009644327171113771,2.7000926961880947e-05
0,0,11,-0.03624953035322898,11.048851106078262,0.005330877491305954,0.0003450770017812544,-0.0009644327171113771,2.7000926961880947e-05
0,0,12,0.027917810846390667,11.048851106078262,0.005330877491305954,0.0003450770017812544,-0.0009644327171113771,2.7000926961880947e-05
0,0,13,0.23577996748849553,11.048851106078262,0.005330877491305954,0.0003450770017812544,-0.0009644327171113771,2.7000926961880947e-05
0,0,14,-0.12106962582751725,11.048851106078262,0.005330877491305954,0.0003450770017812544,-0.0009644327171113771,2.7000926961880947e-05
0,0,15,0.1613346318513479,11.048851106078262,0.005330877491305954,0.0003450770017812544,-0.0009644327171113771,2.7000926961880947e-05
0,1,0,-0.020487694291567972,0.2410309361397912,-0.002968010480391088,0.0002753346606707132,-0.005025125628140703,2.9829251059207002e-05
0,1,1,0.6208016369166863,0.41308713139692416,0.06442236305635483,-0.0009326797012307966,0.0019445124586791186,-8.998721870899122e-05
0,1,2,0.626289276409359,0.878097360055676,0.027812639956916546,0.0005375277740920395,0.0013680130420535305,-0.0008893843606503894
0,1,3,0.6441765687153094,3.3185316207328994,0.00404995690530963,-0.0011527212421759254,0.00030415448641290887,0.0001723238618919223
0,1,4,0.6260843857313857,4.7051366502893215,0.0057404555464092445,-0.0008340830891187378,0.0015351345203256236,0.00035390955481683745
0,1,5,0.5798807395088204,13.494969059174798,0.0011795537832632627,0.0007580016069838996,-0.0027551193609150503,-0.00017399472513448603
0,1,6,0.6013945516103026,12.500045864928447,0.0022342923114825972,0.0009415055622665231,-0.0013746959793796583,-0.000260394552806095
0,1,7,0.6135345712855238,9.404965740000552,0.002933349787660714,-0.00013574129967662465,-0.0013603976703231372,-0.00032613051908600784
0,1,8,0.5795477495239207,11.00241581729057,0.0019202785609506833,-0.0009941883609520781,-0.0011104129684975019,-0.0005185991978993729
0,1,9,0.6101558499374848,8.555924400385205,0.0005408919483893608,-0.002069252582158693,-0.0002890419417038084,-0.0002549599364647513
0,1,10,0.5915725129658539,7.440942888173185,0.0003738821593203167,-0.002217048969935539,0.00041452248349729213,-0.00034218665972791
0,1,11,0.14276038184528392,7.440942888173185,0.0003738821593203167,-0.002217048969935539,0.00041452248349729213,-0.00034218665972791
0,1,12,0.21693380022571257,7.440942888173185,0.0003738821593203167,-0.002217048969935539,0.00041452248349729213,-0.00034218665972791
0,1,13,0.5399388248335638,7.440942888173185,0.0003738821593203167,-0.002217048969935539,0.00041452248349729213,-0.00034218665972791
0,1,14,0.6181142557178249,7.440942888173185,0.0003738821593203167,-0.002217048969935539,0.00041452248349729213,-0.00034218665972791
0,1,15,0.23025528497990908,7.440942888173185,0.0003738821593203167,-0.002217048969935539,0.00041452248349729213,-0.00034218665972791
0,2,0,0.002645321277678706,0.24681881713476858,0.006699065672391155,0.00026409173897422533,-0.0050251256281407045,-6.732729318986097e-05
0,2,1,0.6284518680254895,0.4293124666875029,0.0756124396127668,0.002111664798400701,0.0005956741556331456,-0.0010557669831340356
0,2,2,0.6286493215827283,1.448238366277659,0.043655872381060695,0.002198435428178467,-0.002258139538413323,-0.0006139816638500814
0,2,3,0.6114037948844362,4.01763684355635,0.013050374221226077,-0.0016490455213431319,-0.001222763673701587,-0.00032563171656549276
0,2,4,0.6195374583598903,5.2275340998197475,0.0047571791950348375,-0.0023849619365569957,-0.00046530157251733004,0.00012542336849813993
0,2,5,0.6291709242091403,6.218370891630309,0.009887619796700074,0.0015520855712938743,-0.0016650083217117659,0.0005990952042750541
0,2,6,0.6140533655297633,5.541148240748535,0.014174875305675615,0.0006313406385032315,-0.001886435755455637,0.0006033696145748456
0,2,7,0.6051680185015925,10.562315634099564,0.00817128825277158,0.0011024256277731735,-0.0009232559541269641,0.00029177312663451787
0,2,8,0.6159300471922862,6.006081033994381,0.010433875492357796,0.0012708196357509277,-0.001024411917940178,0.0004284698319175501
0,2,9,0.6249864107597956,7.466592593912533,0.0022773169702172335,-0.0014373412338108428,-0.001603980187507512,0.00020045289306518184
0,2,10,0.6067485719847184,7.226805035592872,0.0026572318056560713,-0.002539528132442186,-0.0016695950976330107,0.00020990715064800428
0,2,11,0.17148837406922732,7.226805035592872,0.0026572318056560713,-0.002539528132442186,-0.0016695950976330107,0.00020990715064800428
0,2,12,0.19059456336856612,7.226805035592872,0.0026572318056560713,-0.002539528132442186,-0.0016695950976330107,0.00020990715064800428
0,2,13,0.2548020332865562,7.226805035592872,0.0026572318056560713,-0.002539528132442186,-0.0016695950976330107,0.00020990715064800428
0,2,14,0.2599374983582644,7.226805035592872,0.0026572318056560713,-0.002539528132442186,-0.0016695950976330107,0.00020990715064800428
0,2,15,0.09495148868182449,7.226805035592872,0.0026572318056560713,-0.002539528132442186,-0.0016695950976330107,0.00020990715064800428
0,3,0,-0.020465784745969082,0.24535961487620803,0.006762003977819893,-3.302009514770657e-05,-0.005025125628140704,-6.795983897306472e-05
0,3,1,0.6149284207085521,0.3820941849326889,0.08360871534916747,0.0003462391567694757,0.002426381562174999,0.0009502566224614751
0,3,2,0.6044871292778591,2.034608907201468,0.011804676086866724,0.0020788262957193047,-0.002854264466453575,-0.0003933814020803689
0,3,3,0.6224188813957118,3.984391482266477,0.0017023074311370776,-0.0005615177779646374,-0.002958098494208944,8.867637990004758e-05
0,3,4,0.5997035764887763,5.4483856407690645,0.00016637088928484479,0.0005551276461703815,-0.002648333101541497,0.0003247268604126243
0,3,5,0.6078016413459458,7.080012660384784,-0.0005279846734055139,0.00028044694165221996,-0.003381843646102066,0.0005912696301285586
0,3,6,0.5893866043949211,9.72697995141996,0.004232288523904997,0.0021445214906670633,-0.0035904467009641276,0.0006013695983891446
0,3,7,0.5892765870021683,7.675788585188319,-0.0005493996099177163,-0.0005637401158959247,-0.003326213325886816,0.00029776725845737047
0,3,8,0.5950202222790124,6.683027002393565,0.0017835395054789716,-0.0014621283378738839,-0.002900969092364217,0.00039404495918885196
0,3,9,0.5968920393599796,8.024317730652937,0.0018496248934499633,-0.0035113361612489156,-0.002401842599024378,0.000122954401891837
0,3,10,0.5744540911613977,5.186983476956717,0.0025026408155982317,-0.0006931119264128738,-0.0027456416505293874,8.381871507318602e-05
0,3,11,0.003570890875123206,5.186983476956717,0.0025026408155982317,-0.0006931119264128738,-0.0027456416505293874,8.381871507318602e-05
0,3,12,-0.019983194305823987,5.186983476956717,0.0025026408155982317,-0.0006931119264128738,-0.0027456416505293874,8.381871507318602e-05
