pqif,seed,nloop,cc,sigma2,tau_rec,tau_div,tau_con,tau_chn
0,0,0,0.004507720142070681,0.2469661575714912,0.0007417612897393,-6.60447897046434e-05,-0.0020040080160320644,-2.972991141239739e-06
0,0,1,0.7761976056464258,0.055623713772974544,0.15264493040176536,-0.00027411516578309587,-0.0012048992584268448,-0.0011319904461230873
0,0,2,0.784168236852556,0.0907529726656573,0.0970700889950377,0.0001578757007330781,-0.0012034875482364242,-0.00013552471958752147
0,0,3,0.7761909162085121,0.13490368722309612,0.06541109128210176,-0.0003800466678235514,-0.0014316950401219819,-3.837629619734574e-05
0,0,4,0.7799615943758843,0.14796367151100762,0.058189506090122856,-0.0001569349729409257,-0.001403971584728116,-8.977666620057288e-06
0,0,5,0.7883189822705883,0.13646952775673107,0.0646357827389259,-0.00018056717382349002,-0.0015129250552360814,-0.00011615039430819844
0,0,6,0.7892148698628879,0.12681963636738552,0.069728839552276,-0.00014439714279626387,-0.001490528643688183,-0.00014664786381739833
0,0,7,0.7877560355830354,0.12159829231983815,0.0728085293808664,-0.00010590907257184585,-0.001519033447701389,-0.0001193355755800453
0,0,8,0.7856942899932392,0.11706399585522922,0.07456071257860585,-8.195765385070634e-05,-0.0015181126195931683,-9.794167811186908e-05
0,0,9,0.7885903797454604,0.11183825309741596,0.07762466408250134,-9.486370039747472e-05,-0.001583398048779189,-9.58262958228031e-05
0,0,10,0.78490704253241,0.10760725375509642,0.08020631105655335,-0.00010973809624293418,-0.0016202290939903382,-0.00014926252298713789
0,0,11,0.7773146953693616,0.10760725375509642,0.08020631105655335,-0.00010973809624293418,-0.0016202290939903382,-0.00014926252298713789
0,0,12,0.7609925402594628,0.10760725375509642,0.08020631105655335,-0.00010973809624293418,-0.0016202290939903382,-0.00014926252298713789
0,0,13,0.7753612442357376,0.10760725375509642,0.08020631105655335,-0.00010973809624293418,-0.0016202290939903382,-0.00014926252298713789
0,0,14,0.7772906516177787,0.10760725375509642,0.08020631105655335,-0.00010973809624293418,-0.0016202290939903382,-0.00014926252298713789
0,0,15,0.776578321876826,0.10760725375509642,0.08020631105655335,-0.00010973809624293418,-0.0016202290939903382,-0.00014926252298713789
0,1,0,-0.0004987741596544491,0.24724774132725957,-0.0010842052073031538,2.9873227195850932e-05,-0.002004008016032064,4.34551185291845e-06
0,1,1,0.7850088541589617,0.0568908589490769,0.14421596886102095,-1.9790468106275373e-05,-0.0005899068188585918,-0.0013940823096781246
0,1,2,0.7845021166967117,0.09481552912867172,0.08513381951102314,-3.3751241591353973e-07,-0.001303501304899678,-1.4124338232889597e-05
0,1,3,0.7791337360735777,0.12830152385711985,0.0643955527582101,-3.136222044642291e-05,-0.0014487556143296938,6.161119838732571e-05
0,1,4,0.7858637040540075,0.13840746725309383,0.058022560202566714,-9.590881229219446e-05,-0.0015576981379628542,-2.0498107494935217e-05
0,1,5,0.7874333889075749,0.13330537808717421,0.060386556943341343,-1.2169784555616804e-05,-0.0016543532259499457,-8.247103541179825e-05
0,1,6,0.78770315815302,0.12911904258250018,0.06261342403217988,-3.5564457046535636e-06,-0.0016447327868301198,-0.00013192004760317834
0,1,7,0.7907056880415811,0.12204275890886788,0.06669716772651528,6.675791825003273e-06,-0.001627328982580655,-9.367984580170506e-05
0,1,8,0.7899341623478453,0.11782126181210492,0.07064047008984184,-4.363342688078862e-05,-0.0016362509687979112,-0.00015235494224009034
0,1,9,0.7875332572635124,0.11235969091040042,0.0730813490602957,-3.24368008251363e-05,-0.0015912493591205112,-0.00013709742650849698
0,1,10,0.7926376203504442,0.107094526460014,0.07671666654588445,1.4375743420726816e-05,-0.0015932624874178123,-0.00011411841330145042
0,1,11,0.7731028246556956,0.107094526460014,0.07671666654588445,1.4375743420726816e-05,-0.0015932624874178123,-0.00011411841330145042
0,1,12,0.787786368850774,0.107094526460014,0.07671666654588445,1.4375743420726816e-05,-0.0015932624874178123,-0.00011411841330145042
0,1,13,0.7906186189502586,0.107094526460014,0.07671666654588445,1.4375743420726816e-05,-0.0015932624874178123,-0.00011411841330145042
0,1,14,0.7883077070981596,0.107094526460014,0.07671666654588445,1.4375743420726816e-05,-0.0015932624874178123,-0.00011411841330145042
0,1,15,0.7895223518765552,0.107094526460014,0.07671666654588445,1.4375743420726816e-05,-0.0015932624874178123,-0.00011411841330145042
0,2,0,-0.001945630908494047,0.24768261041191597,0.003286178672403263,-0.0001606814326491909,-0.002004008016032064,-1.3171056803219454e-05
0,2,1,0.7802125390066651,0.05288476848533443,0.1519511770488953,0.00021740225171883317,-0.0011179511173124588,-0.0012676653738737686
0,2,2,0.7898797190245267,0.09303539882724476,0.08842738437102413,0.000197408778157844,-0.0015734875043415103,-0.0003663681691543767
0,2,3,0.7808268405518657,0.12045881867147738,0.07045812596027481,4.2131273133818196e-05,-0.0016561124189980103,-0.0002175361777143667
0,2,4,0.782133946027596,0.14262174367567548,0.059898196703479185,0.00021556347729262548,-0.0016300381180729452,-0.00016829484740416077
0,2,5,0.7855533613206624,0.13345328012616056,0.062136342576224274,0.00012446903411239297,-0.00157591994764991,-0.00014311131142868427
0,2,6,0.7877403137428345,0.12335366230146158,0.0673376211041372,5.157464502101809e-05,-0.001603490577053441,-0.000252326341721305
0,2,7,0.7842709641674984,0.11589144132905065,0.07207863571365479,8.029556269881078e-06,-0.0016506358260596934,-0.0003411617292923879
0,2,8,0.7893411769946911,0.10995681194877527,0.07475907481407086,-5.880330950447336e-05,-0.0016923043734612185,-0.00035189566813520267
0,2,9,0.7885694337501583,0.10472934251634794,0.07780767002197707,-8.884521802470649e-05,-0.0017107444053372182,-0.0004035775571284516
0,2,10,0.7865579988766914,0.1006372270692062,0.08094561849934294,-3.687806606618498e-05,-0.0016900187706242551,-0.0004973529667836481
0,2,11,0.7576775032768646,0.1006372270692062,0.08094561849934294,-3.687806606618498e-05,-0.0016900187706242551,-0.0004973529667836481
0,2,12,0.7646354351757151,0.1006372270692062,0.08094561849934294,-3.687806606618498e-05,-0.0016900187706242551,-0.0004973529667836481
0,2,13,0.7655199086746757,0.1006372270692062,0.08094561849934294,-3.687806606618498e-05,-0.0016900187706242551,-0.0004973529667836481
0,2,14,0.7630826372975524,0.1006372270692062,0.08094561849934294,-3.687806606618498e-05,-0.0016900187706242551,-0.0004973529667836481
0,2,15,0.7693767146009785,0.1006372270692062,0.08094561849934294,-3.687806606618498e-05,-0.0016900187706242551,-0.0004973529667836481
0,3,0,0.004031138532635945,0.2477298174084619,0.002756938716243899,1.8577684911231505e-05,-0.002004008016032064,-1.1049854574123861e-05
0,3,1,0.7884629991195801,0.0582294776343882,0.14301151809786936,-5.576279543403405e-05,-0.00037417876826101554,-0.0016022636029999215
0,3,2,0.7933741523337347,0.1053155514579834,0.07802161417663077,-0.00010324782500956131,-0.001328750756116919,-0.00016667294477866706
0,3,3,0.7916463083481272,0.13482694048033414,0.06093335892319641,-0.0002972030641924407,-0.0014544446870240078,-0.00013327453106619307
0,3,4,0.7915610288930154,0.15197417367727178,0.05349016537792014,-0.000206570375010889,-0.001378388555441525,-0.00012901074445301907
0,3,5,0.7945959335373252,0.14420963154193775,0.05684720763073377,-0.00014080800398535474,-0.0014762017347675076,-0.00024098015246863867
0,3,6,0.7977477880420899,0.13615686295044852,0.05936923202295434,-0.00017108669591822459,-0.0015246072342502406,-0.0002455548530998376
0,3,7,0.7947786614802025,0.12892952375938554,0.06096183028616223,-0.00019189559100392896,-0.0016219016834269372,-0.00026121352457430445
0,3,8,0.7939250865711852,0.12447032515090063,0.06332556215913825,-0.00013084538468962842,-0.0016123542103850445,-0.0002413215985877145
