pqif,seed,nloop,cc,sigma2,tau_rec,tau_div,tau_con,tau_chn
0,0,0,0.004022062682073858,0.24228371882410804,0.004193582622625842,-0.0003663834397707593,-0.005025125628140704,-4.2146559021365236e-05
0,0,1,0.7168149334797949,0.44916227359901484,0.08360339785740295,0.0007653736375410875,-0.002355921951042195,-7.638249914834423e-05
0,0,2,0.7273041469446849,1.0706061417024757,0.0315917958188034,-0.0020392790048441222,-0.003067268929545843,-0.0002769360276624814
0,0,3,0.7264567759220958,1.414077188655056,0.02128480783355463,-0.002920155681165426,-0.0032002835349599313,-0.00019874953197538978
0,0,4,0.7196847665813908,1.270042291980888,0.020721654306001588,-0.0013460230610794714,-0.002970498078268522,-0.0004979326376203038
0,0,5,0.7184336730192824,1.3261631614094371,0.01805424580974869,-0.0024851104213062976,-0.0025007549192855275,-0.0005702196756326625
0,0,6,0.7239377948903433,1.0369776634029055,0.025032412229579293,-0.0018857726928441494,-0.0025336996176066134,-0.0007559290812088643
0,0,7,0.7225946025390685,1.1929047750919768,0.021650709627618878,-0.0020848422893220645,-0.0019478006067427387,-0.0004675549275378617
0,0,8,0.7247059256027089,1.3040753214401186,0.020215724683024197,-0.0020962604321770485,-0.0016919848648651995,-0.0003634586116779457
0,0,9,0.7204789306880715,1.2031053200179076,0.022367136917844883,-0.0015994752915347594,-0.0011289282362161445,-0.00053672013959256
0,0,10,0.7173345185907861,1.1703862025218288,0.02511369539527218,-0.0014303225454571752,-0.0011766145048894303,-0.00037732297388535423
0,0,11,0.4994265327595778,1.1703862025218288,0.02511369539527218,-0.0014303225454571752,-0.0011766145048894303,-0.00037732297388535423
0,0,12,0.5245626633874221,1.1703862025218288,0.02511369539527218,-0.0014303225454571752,-0.0011766145048894303,-0.00037732297388535423
0,0,13,0.3859118400102505,1.1703862025218288,0.02511369539527218,-0.0014303225454571752,-0.0011766145048894303,-0.00037732297388535423
0,0,14,0.3365882213372756,1.1703862025218288,0.02511369539527218,-0.0014303225454571752,-0.0011766145048894303,-0.00037732297388535423
0,0,15,0.7039691523653553,1.1703862025218288,0.02511369539527218,-0.0014303225454571752,-0.0011766145048894303,-0.00037732297388535423
0,1,0,0.00334956834044942,0.24645511293680505,0.0006445493579644827,0.000136742353582192,-0.005025125628140704,-6.47788299461812e-06
0,1,1,0.7230877823258115,0.4141134240798482,0.07779952230094135,-0.0007894434265885613,-0.002055961397293288,2.6514217216744643e-05
0,1,2,0.7236744010617916,0.7005865294294287,0.05111799322654652,-0.00019419593636303508,-0.0031342987052823046,-0.0004846879221498882
0,1,3,0.7253631597580708,3.3844727337998712,0.00986559982264297,-0.0035657579807031807,-0.0045320316937044434,-0.00015730226796272412
0,1,4,0.7268809394401461,1.334914790156215,0.02974320137503144,-0.0005265220254780871,-0.0031292644799772664,-0.0003270063119853813
0,1,5,0.7230488443224266,1.2551494509944834,0.02903195025192613,-0.001591611576814645,-0.0032804493928235436,-0.0004998046714427929
0,1,6,0.720432924658382,0.8506799906993868,0.03896350865126147,-0.0009372536918701317,-0.002884070170278856,3.332834823130817e-05
0,1,7,0.7180371967327956,0.8093234264753962,0.03939172989620816,-0.000676705079063962,-0.0029618539247761345,-0.00010299010418998994
0,1,8,0.7095045957386543,0.7822480783601867,0.03931180351239932,-0.00032145070257339647,-0.0031579041858870024,-0.00015039809892650302
0,1,9,0.718865426865658,0.8250495885213883,0.0364019356145522,-0.0006948768902584472,-0.002692865861535475,-0.00021020947518778936
0,1,10,0.7320395006721157,0.7514413416606713,0.04133300440137071,-0.0007339977589515712,-0.0029775524648181437,-0.00046247861819315617
0,1,11,0.7008741328632421,0.7514413416606713,0.04133300440137071,-0.0007339977589515712,-0.0029775524648181437,-0.00046247861819315617
0,1,12,0.7158413264999163,0.7514413416606713,0.04133300440137071,-0.0007339977589515712,-0.0029775524648181437,-0.00046247861819315617
0,1,13,0.7024571354686999,0.7514413416606713,0.04133300440137071,-0.0007339977589515712,-0.0029775524648181437,-0.00046247861819315617
0,1,14,0.7064709051440455,0.7514413416606713,0.04133300440137071,-0.0007339977589515712,-0.0029775524648181437,-0.00046247861819315617
0,1,15,0.7194198122968225,0.7514413416606713,0.04133300440137071,-0.0007339977589515712,-0.0029775524648181437,-0.00046247861819315617
0,2,0,0.016185503420901727,0.24003708017255884,-0.007096486318343225,-0.00012112820215143482,-0.005025125628140703,7.132147053611267e-05
0,2,1,0.7194881613610506,0.469877346809191,0.07354643241423926,0.0017094267467544365,-0.0026906738772527247,6.316504419431824e-05
0,2,2,0.719968130613733,1.689970192901696,0.022065224638833772,0.002664546039868965,-0.0023792786754395024,-3.1292584360061084e-05
0,2,3,0.7107301906148613,1.820765977697326,0.014989360497181336,0.0037659381577389607,-0.0017618636074825246,4.6927547307900043e-05
0,2,4,0.7018630704161886,3.072969431045647,0.006174237116406404,-0.0021566534458813346,-0.0022958791979557835,0.00036009420644048465
0,2,5,0.7142581835910705,1.5041094026093338,0.01517078784741553,-0.001334694777992552,-0.0026918157972212,0.0004683930803137322
0,2,6,0.6973382555240742,1.2343125229454066,0.023140376991410458,-0.00038924439019572286,-0.002813715392851621,0.0002746105688788308
0,2,7,0.7122927618706056,1.4063865830943354,0.02129939996361934,0.0026980435860679314,-0.0028025424030724733,0.00025904512789423216
0,2,8,0.7148505081661134,1.3914032219848256,0.01990106471518217,0.002027529934231745,-0.0029294902788632414,0.00022241677650359758
0,2,9,0.7154313782774868,1.181129499318167,0.023870182383065704,0.0023986751986535973,-0.003414639813685665,0.00015943385107967752
