pqif,seed,nloop,cc,sigma2,tau_rec,tau_div,tau_con,tau_chn
0,0,0,-0.01515602610697772,0.24646390741747048,0.0047039294372746045,0.00018518047545987643,-0.005025125628140704,-4.727567273642843e-05
0,0,1,0.6181633855055275,0.5104429228533042,0.03295751583997575,-0.0010450633719058667,-0.0038351329698402227,-0.0006563495083308388
0,0,2,0.613861032259529,0.5213130847763046,0.033234409462843464,-0.0010931261226246164,-0.003178092444159507,-0.0006879885471358286
0,0,3,0.6091985227906332,0.6589979815157513,0.02287838192426924,-0.0006349592678699496,-0.0035361580783712186,-0.00039756879365407963
0,0,4,0.5938118610671016,0.7728213319934977,0.023703588741010057,-0.0003630223426192008,-0.0037167947402406377,-0.0005659307761726085
0,0,5,0.5936834312912994,0.8005438509808935,0.021584391228213807,-6.442437070818516e-05,-0.00391996564531877,-0.00042271694368550074
0,0,6,0.6209640864546813,0.8191839894150437,0.019525756168315235,-0.00025549383432848155,-0.003993920956952862,-8.118909498370822e-05
0,0,7,0.6114336346691174,0.8003129259857431,0.0192613040471509,-0.0005551775036393038,-0.004037365662693369,-3.675366653517148e-05
0,0,8,0.5671841778580571,0.8336695540628654,0.019491909624471025,-0.00043060875071943065,-0.004018488193839882,-4.930824533730365e-05
0,0,9,0.6190073163475147,0.8063803471505913,0.01987633435359415,-0.00032174012231474003,-0.0040746710705208775,-9.256760864111324e-05
0,0,10,0.6037392214782262,0.7824705231425579,0.01967835095508947,-0.00030514377013933427,-0.00397492939428119,-4.358476750581114e-05
0,0,11,0.3416881278660008,0.7824705231425579,0.01967835095508947,-0.00030514377013933427,-0.00397492939428119,-4.358476750581114e-05
0,0,12,0.3197774135090387,0.7824705231425579,0.01967835095508947,-0.00030514377013933427,-0.00397492939428119,-4.358476750581114e-05
0,0,13,0.2992101267172725,0.7824705231425579,0.01967835095508947,-0.00030514377013933427,-0.00397492939428119,-4.358476750581114e-05
0,0,14,0.29322916292647255,0.7824705231425579,0.01967835095508947,-0.00030514377013933427,-0.00397492939428119,-4.358476750581114e-05
0,0,15,0.09799282527515386,0.7824705231425579,0.01967835095508947,-0.00030514377013933427,-0.00397492939428119,-4.358476750581114e-05
0,1,0,-0.012102402347389745,0.24348773665733414,0.006101597588910283,-0.00011441907738032112,-0.005025125628140704,-6.1322588833269e-05
0,1,1,0.628274269031801,0.5137042539820559,0.02452544921516264,-0.0006682510884430445,-0.0038242641642152165,-0.00031829226954093923
0,1,2,0.6254237848213465,0.6528626965813228,0.024359660308943494,-0.00020786832201613852,-0.0033781962152558288,-0.0007814202284569343
0,1,3,0.6290090542681361,0.681108944224392,0.026820864647666278,-0.00020371642893733284,-0.0031134808973134055,-0.0012182677362890632
0,1,4,0.6255485489428935,0.6938883694834249,0.020880655366583636,-0.00011321370882732335,-0.0030784928192279563,-0.0008297480612285953
0,1,5,0.635947313270847,0.7492435420413153,0.020702972168449907,0.0002760887045629151,-0.003385352684492228,-0.0007256984777179315
0,1,6,0.5993445617222087,0.7657162478840652,0.017545673541774713,-6.024991266341593e-06,-0.0034565648061256424,-0.0008593660542495835
