pqif,seed,nloop,cc_lif,cc_qif,cc,sigma2,tau_rec,tau_div,tau_con,tau_chn
0,0,0,-0.0006425923988008867,-0.0003047036983751583,-0.0004736480485880214,0.24812085596805275,-0.0008194473032330695,-3.14041942133311e-05,-0.002004008016032064,3.2843579287898304e-06
0,0,1,0.7830795752309195,0.7569751241881195,0.7700273497095185,0.03984916576166214,0.38458104822024125,-0.0006263719969454968,-0.00062469711350111,-0.002671082814651506
0,0,2,0.7831807903270988,0.7618161759653409,0.7724984831462213,0.0552462700973079,0.27802164207236996,-0.0005920653005800686,0.0006370327480150516,-0.0006256489403569811
0,0,3,0.783664848102276,0.7567996699352811,0.7702322590187788,0.07224752389791173,0.21367931331773407,-0.0008747977383452325,0.00022636465264511176,-0.0005424542171782087
0,0,4,0.7800942325537062,0.7557447304198912,0.7679194814867984,0.09992032986899398,0.15490136574243493,-0.0009609313713224978,-0.001572029804651432,-0.00031632382531919176
0,0,5,0.7820014518985761,0.756214069054735,0.7691077604766549,0.11953627157357685,0.13069695230326162,-0.000719799178128396,-7.191436150578364e-05,7.315940835388373e-05
0,0,6,0.7882802116678721,0.762747874857037,0.775514043262454,0.12910647362642658,0.12206502202467488,-0.0007960500649633192,-0.0004488930173659918,-3.6881699740685858e-06
0,0,7,0.7869844428541332,0.7690644833135141,0.7780244630838239,0.13100874362576592,0.12104591805558859,-0.0007361941333376753,-0.0007746311135547031,-0.0002524509011302952
0,0,8,0.7856244009557046,0.7620932499900662,0.7738588254728851,0.13376134486642338,0.11847993924033111,-0.0007841835081096339,-0.0014625792357095266,-0.0004636648589749406
0,0,9,0.7917638736727702,0.7653745681024561,0.7785692208876142,0.1299515278517751,0.1217108558288821,-0.0008170897621679127,-0.0016025148495431368,-0.00036768488172074466
0,0,10,0.7900554832160054,0.7640989439761804,0.7770772135960926,0.12706692453572355,0.12409720169164361,-0.0008276994517049154,-0.0016779736916643652,-0.0004621669176390244
0,0,11,0.7720271754255328,0.75098395019053,0.7615055628080307,0.12706692453572355,0.12409720169164361,-0.0008276994517049154,-0.0016779736916643652,-0.0004621669176390244
0,0,12,0.7185452404833312,0.6940606834925601,0.706302961987946,0.12706692453572355,0.12409720169164361,-0.0008276994517049154,-0.0016779736916643652,-0.0004621669176390244
0,0,13,0.8070508521822448,0.7808069856076665,0.793928918894956,0.12706692453572355,0.12409720169164361,-0.0008276994517049154,-0.0016779736916643652,-0.0004621669176390244
0,0,14,0.7993841130038872,0.7727883981700246,0.7860862555869556,0.12706692453572355,0.12409720169164361,-0.0008276994517049154,-0.0016779736916643652,-0.0004621669176390244
0,0,15,0.7491455221919977,0.7283526861034408,0.7387491041477194,0.12706692453572355,0.12409720169164361,-0.0008276994517049154,-0.0016779736916643652,-0.0004621669176390244
0,1,0,0.023878781750224082,-0.010128923678089938,0.006874929036067074,0.2482100577091443,-0.0010953775409093419,0.0002331292373955354,-0.0020040080160320644,4.39029074512776e-06
0,1,1,0.7865210641769683,0.7588524859971908,0.772686775087079,0.04341876397175801,0.3542924981638319,-0.0005718168383120834,-0.0015833832709392774,-0.0017525841294568844
0,1,2,0.7827894896711441,0.7614023542611682,0.772095921966157,0.06687042056019622,0.2289763917551351,-0.0007430900428564605,0.003482708494414124,-8.379967569512903e-05
0,1,3,0.7819360392930175,0.7625921218014464,0.772264080547232,0.07976693784087482,0.19236792464364907,-0.0008594353083773094,0.001948449314030074,6.845881412829988e-06
0,1,4,0.7797923028027192,0.7567806350661411,0.7682864689344301,0.09900187798587506,0.15592223391818433,-0.0010031619103916742,-0.0004207716265778658,-6.180873438385734e-05
0,1,5,0.781012336414977,0.7555671485262914,0.7682897424706351,0.11326166678479013,0.13730721879235033,-0.0005872840601065674,0.00021416088484920397,-0.00022934015585648153
0,1,6,0.7810489801499143,0.7611181816469486,0.7710835808984322,0.11972332794184012,0.13035080291510356,-0.0006843350333625897,-0.0003224603005037331,-3.4833045748858345e-05
0,1,7,0.7899803466457423,0.7680701100979238,0.7790252283718334,0.12096416469657784,0.12954656518913324,-0.0007012775131778631,-0.0006304583638292102,-0.0001523773735257959
0,1,8,0.7892385961711774,0.7641956141503906,0.7767171051607847,0.11939048105744035,0.13120752404486094,-0.0007442695994161736,-0.0008495094627645201,-0.00031148144173962693
0,1,9,0.7885476898995964,0.7667544108827007,0.7776510503911492,0.11853664241441049,0.1323145060237713,-0.0007631769626525775,-0.0002654841826460403,-0.00038738353930937666
0,1,10,0.7889276742429396,0.7680943262075473,0.7785110002252434,0.11489494449788276,0.13617962506384426,-0.0007227363140594174,-0.0006702792275185377,-0.0004906372771716053
0,1,11,0.5614040197139235,0.5504806675115945,0.5559423436127586,0.11489494449788276,0.13617962506384426,-0.0007227363140594174,-0.0006702792275185377,-0.0004906372771716053
0,1,12,0.8020378243832531,0.7857940555341522,0.7939159399587032,0.11489494449788276,0.13617962506384426,-0.0007227363140594174,-0.0006702792275185377,-0.0004906372771716053
0,1,13,0.7700278267237916,0.7527595012695202,0.7613936639966549,0.11489494449788276,0.13617962506384426,-0.0007227363140594174,-0.0006702792275185377,-0.0004906372771716053
0,1,14,0.7341241648715827,0.7144625151332648,0.7242933400024232,0.11489494449788276,0.13617962506384426,-0.0007227363140594174,-0.0006702792275185377,-0.0004906372771716053
0,1,15,0.7007608465767823,0.680874539888582,0.6908176932326823,0.11489494449788276,0.13617962506384426,-0.0007227363140594174,-0.0006702792275185377,-0.0004906372771716053
0,2,0,0.009132655324465869,0.005747734900854438,0.007440195112660151,0.2494522868505319,0.00038662644331634223,6.013928465704987e-05,-0.0020040080160320644,-1.5496049832317039e-06
0,2,1,0.7860363258274897,0.7642864571018078,0.7751613914646486,0.042182533956963295,0.3648664897088002,-0.0006905675218904663,0.0008653341428908282,-0.003252539857608831
0,2,2,0.779428167950454,0.7640166230690274,0.7717223955097401,0.0605115275024043,0.2546479365340879,-0.0008865859435209769,-0.0005557731839368415,-0.001097201615407799
0,2,3,0.7792002873701799,0.7580785040519791,0.7686393957110796,0.07448697214145854,0.20756691124749171,-0.0010594055345880162,-0.0016076713902540727,-0.000983121399852297
0,2,4,0.7821755239170931,0.7625400862607608,0.7723578050889265,0.0952388076787164,0.16292985030988974,-0.0006599388934027452,-0.0016723488150384182,-0.0006043804535394836
0,2,5,0.78587240248783,0.765298645434465,0.7755855239611468,0.10381837857286462,0.15066997979836003,-0.0006959615375863473,-0.0016930343963736181,-0.00018341115068266274
0,2,6,0.7852953447317861,0.7684782009040949,0.7768867728179397,0.10745759039785718,0.14544434081999788,-0.0008077514585185095,-0.0014367234173689426,-0.0003219176889923628
0,2,7,0.7849214319235703,0.765114516276733,0.775017974100151,0.10677076081794663,0.14710218194844626,-0.0007935472360786048,-0.0016286942894730239,-0.0002267678115193159
0,2,8,0.7893835702810282,0.7677406380791587,0.7785621041800925,0.1045370727171497,0.15004242055777678,-0.0007309018154281589,-0.0015279085281758634,-0.00024295805346117251
0,2,9,0.7835007656028738,0.7650434711136035,0.7742721183582388,0.10146959493520041,0.15515754005335364,-0.0006786070448517769,-0.0014477068336382311,-0.0002671386582653692
0,2,10,0.7854731881602655,0.7687092842380087,0.7770912361991373,0.10127045526633303,0.15436744293685145,-0.0006908837633235293,-0.0015480093839963537,-0.0003507019799690427
0,2,11,0.7496999183087998,0.7320448182273789,0.7408723682680892,0.10127045526633303,0.15436744293685145,-0.0006908837633235293,-0.0015480093839963537,-0.0003507019799690427
0,2,12,0.7954902711567655,0.7762844227419803,0.7858873469493735,0.10127045526633303,0.15436744293685145,-0.0006908837633235293,-0.0015480093839963537,-0.0003507019799690427
0,2,13,0.7417602296547706,0.7189025724985935,0.7303314010766825,0.10127045526633303,0.15436744293685145,-0.0006908837633235293,-0.0015480093839963537,-0.0003507019799690427
0,2,14,0.7349167133062936,0.7087421586723306,0.7218294359893122,0.10127045526633303,0.15436744293685145,-0.0006908837633235293,-0.0015480093839963537,-0.0003507019799690427
0,2,15,0.7852067303381003,0.7641927067274283,0.7746997185327635,0.10127045526633303,0.15436744293685145,-0.0006908837633235293,-0.0015480093839963537,-0.0003507019799690427
0,3,0,0.005215319726850715,-0.0022012166294171627,0.001507051548716774,0.24837571258280644,0.0026615358562591114,-0.00017053311593251565,-0.0020040080160320644,-1.0667478381799744e-05
0,3,1,0.7863980413361815,0.7683120705659705,0.7773550559510767,0.04011953829961037,0.38587879567356403,-0.000709775332554845,-0.0014497511561404092,-0.0019437074193730706
0,3,2,0.7858586827743566,0.7716517698585736,0.7787552263164654,0.05949446884885387,0.2569308823355944,-0.0009424342504788007,2.0962096004332194e-05,-0.0009518190052359507
0,3,3,0.7834796261716652,0.7730004146887687,0.7782400204302176,0.06803098232823887,0.22639324721610954,-0.0005998961023105671,-0.001175053248467415,-0.0006087463792160912
0,3,4,0.7733727282730685,0.764219685545442,0.7687962069092553,0.09104819530220519,0.16958624662625188,-0.0007828139548506867,-0.0013755448610718157,-0.0002748095860026412
0,3,5,0.7761286336117831,0.768088245071604,0.7721084393416932,0.11863028930158614,0.13057914020130382,-0.0010470663337691284,-0.0012169891735334796,-0.0002944034650462914
0,3,6,0.7908592124014076,0.7659442054086172,0.7784017089050118,0.1287990622781053,0.12123334223158246,-0.0010309045914432856,-0.0007656068736015462,0.00015273150111226155
0,3,7,0.7885151421010905,0.7695496209590477,0.7790323815300694,0.12832274784128248,0.12212498065847478,-0.000994290465370738,-0.0011811676427963393,-0.00015282406074504886
0,3,8,0.7896345684808194,0.7762517965088506,0.7829431824948339,0.12898991271123356,0.12136242844764485,-0.001014191119559215,-0.0011055895900380374,-0.00035987011807604106
0,3,9,0.7871951131560482,0.7706682522438614,0.7789316826999549,0.12989271941774974,0.12000581198969641,-0.0009999468351580896,-0.0015402993363493754,-0.0002372858443991559
0,3,10,0.7890159543160024,0.770699056501774,0.7798575054088879,0.12501305630647772,0.12413778790746648,-0.0009835107067046414,-0.001509792054871533,-0.00017832089815716576
0,3,11,0.7642624952595767,0.7449246954177617,0.7545935953386693,0.12501305630647772,0.12413778790746648,-0.0009835107067046414,-0.001509792054871533,-0.00017832089815716576
0,3,12,0.6773709221564306,0.6568925557339169,0.6671317389451741,0.12501305630647772,0.12413778790746648,-0.0009835107067046414,-0.001509792054871533,-0.00017832089815716576
0,3,13,0.6373059551075972,0.6266895108672327,0.6319977329874155,0.12501305630647772,0.12413778790746648,-0.0009835107067046414,-0.001509792054871533,-0.00017832089815716576
0,3,14,0.5173105225503766,0.48527217483994844,0.5012913486951623,0.12501305630647772,0.12413778790746648,-0.0009835107067046414,-0.001509792054871533,-0.00017832089815716576
0,3,15,0.4382764052398558,0.4320373477256498,0.43515687648275264,0.12501305630647772,0.12413778790746648,-0.0009835107067046414,-0.001509792054871533,-0.00017832089815716576
0,4,0,0.007696209498209944,-0.012350816798936674,-0.0023273036503633697,0.25065605540972424,0.001969442945821303,0.00017243504902915769,-0.002004008016032064,-7.893558901087366e-06
0,4,1,0.7825110494578325,0.7605876404209149,0.7715493449393723,0.04064093093416912,0.3781928514023341,-0.0006710304713909761,-0.0007440471646039542,-0.0026279598634674703
0,4,2,0.7837759877533309,0.762276846366983,0.7730264170601583,0.05716702625983838,0.2696030899784193,-0.0010260235580892769,5.978537527245025e-05,-0.0017548956170634112
0,4,3,0.7810116845313885,0.7600572335050757,0.7705344590182325,0.07924328547164952,0.19607163018240611,-0.0012816156687881775,-0.0006765906732444392,-0.0008394507317609993
0,4,4,0.783308522304152,0.7640966164726286,0.7737025693883913,0.1058950834582471,0.1476415193206631,-0.0007251864628145748,-0.0011842701336143703,-0.0004654013105472381
0,4,5,0.7737329641219647,0.7533322789801039,0.7635326215510346,0.12479693792411446,0.12504915340823705,-0.0007762815643818895,-0.0012206633688968634,-0.0002645573108032783
0,4,6,0.7869132717400514,0.7640841838855025,0.7754987278127762,0.13192529823439195,0.11833735717768472,-0.0007411904513664015,-0.0007316405360411353,-1.829974175831535e-05
0,4,7,0.7910337712796518,0.7634594679547053,0.7772466196171787,0.1369599707595829,0.11515864888895166,-0.0007246815852471407,-0.0006437861716057731,5.520311231553599e-05
0,4,8,0.7914741148414639,0.7717568400399737,0.7816154774407196,0.13306385780747945,0.11794193040568957,-0.0007147229157702066,-0.0009938387993066108,-7.595581077353467e-05
0,4,9,0.7880954096942893,0.770879315590122,0.779487362642205,0.13042410714620434,0.12073300154079487,-0.0006301726579324791,-0.0011311043963620725,-0.00016137361423970104
0,4,10,0.7903092365694591,0.7702914445416891,0.7803003405555745,0.1288315038275442,0.12218708092740849,-0.0006013460948108106,-0.0012869249374365518,-0.000249860192696968
0,4,11,0.7068721679261286,0.6807882386219505,0.6938302032740399,0.1288315038275442,0.12218708092740849,-0.0006013460948108106,-0.0012869249374365518,-0.000249860192696968
0,4,12,0.7557796878482247,0.737229418902914,0.7465045533755688,0.1288315038275442,0.12218708092740849,-0.0006013460948108106,-0.0012869249374365518,-0.000249860192696968
0,4,13,0.7588529753070091,0.7395942140386379,0.749223594672823,0.1288315038275442,0.12218708092740849,-0.0006013460948108106,-0.0012869249374365518,-0.000249860192696968
0,4,14,0.8018269712580788,0.7794588430416967,0.7906429071498869,0.1288315038275442,0.12218708092740849,-0.0006013460948108106,-0.0012869249374365518,-0.000249860192696968
0,4,15,0.7403656162179737,0.7246756779944873,0.7325206471062303,0.1288315038275442,0.12218708092740849,-0.0006013460948108106,-0.0012869249374365518,-0.000249860192696968
0,5,0,0.007744603133308865,-0.0050684608503354265,0.001338071141486718,0.24886415330922582,-0.004460226605580621,-0.00013525145891691586,-0.002004008016032064,1.7876659741806026e-05
0,5,1,0.7849893939160902,0.76029341587847,0.7726414048972804,0.040522552869475814,0.37950432430955366,-0.0006631379862607492,9.429932313315427e-05,-0.002679695886153947
0,5,2,0.785090083539453,0.7608290693140953,0.7729595764267742,0.057995244991129055,0.2667617561856258,-0.000659067034958522,0.0010623827946674533,-0.0008881506352025751
0,5,3,0.7740540625572057,0.7514108480396806,0.7627324552984429,0.08514871319488426,0.18216834997722506,-0.0008772700855082704,-0.0010436615667198748,-0.0012376937483354578
0,5,4,0.7739454508313659,0.7583309785544388,0.766138214692903,0.12144561856672488,0.12658862747825794,-0.0001780160720240745,-0.0013174677173495345,-0.0006870338915711353
0,5,5,0.7874483796753737,0.7623769189271195,0.7749126493012466,0.12907119646882761,0.11977802016578,-0.00023956651740078815,-0.0017062178784986622,-0.00048377051283067475
0,5,6,0.784082948780131,0.7611478690869468,0.772615408933539,0.14543551668899454,0.10692344788585642,-0.0003414497939532634,-0.001153942835254584,-0.0002864311994656413
0,5,7,0.7869493507424343,0.7636157209940939,0.7752825358682646,0.14723009974729365,0.10561526112546048,-0.0002090080301491148,-0.0013909127503737714,-0.00021810428952187622
0,5,8,0.7884198391648308,0.7695069083261726,0.7789633737455018,0.1474713598568965,0.1055286023198814,-0.00024585781923228134,-0.001270223352373407,-0.0002973920535773125
0,5,9,0.7856956385005592,0.7608745036359414,0.77328507106825,0.14562427446383,0.10707351174563579,-0.00030218272917994295,-0.0011890535422150704,-0.00036121704309787086
0,5,10,0.7899183486679309,0.7659681235258827,0.7779432360969067,0.1442728634450989,0.10865685874057858,-0.00025459694571507087,-0.0011178247079683345,-0.0003923325541004281
