N,p,gsyn,nloop,nloop_train,cant_seed,dt,itmax,itstim,amp_corriente,type_target,amp0,ftrain,alpha,sigman,vt,b,results_file
500,0.3,0.5,16,10,1,0.1,2000,400,16,disc,4,1,0.25,1,0.5,0.5,simulacion_5_resultados.csv
